importer,country_cluster,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16
276,4,0.41684357458359245,1.6870827238029955,1.0514694639175026,-0.2672415973569907,-0.04503524366820526,0.06002459921626937,-0.5700325937856108,0.3532793081589424,-0.5151575878364554,0.3166809653641856,-0.41839075691420496,-0.4134781856755392,0.11423717682216918,-0.9275449344453417,0.1484846786320098,-0.8006591318177507
288,4,-0.6432199432326766,-0.1887377795426035,-0.4757759528493128,-0.011301653921700216,-0.32920791021459506,0.4865241799706875,0.47846635743217175,-0.03620432835362554,-0.36078207367165743,-0.19465654531198084,0.012730849418067106,-0.26488036952071276,-0.00398697750375507,-0.6004719775901558,0.767091827209498,-0.09145883626496222
300,4,-0.4407295359910807,-0.27129503610415073,0.2451794241682447,0.030049965104241037,-0.3979479240289294,0.20322730849729423,-0.1913866585920671,-0.08709113515972895,-0.22673683085018298,0.05323897091301637,-0.03693562734580963,-0.3493134466634193,0.2936523841578073,-1.108602608391632,0.04558969213982995,0.007555806711342995
320,7,-1.312866161300625,-0.231243237820284,-0.7719342540737273,0.060776365257359105,-0.15057752189264348,0.20699878638382935,0.3570592997490527,-0.6261778683843314,0.3272515315061539,-0.1810280918921696,-0.16344006608560366,-0.015838611561189514,0.18256718347715528,0.08725107707952974,-0.29037214035192915,-0.21213282733872846
340,7,-1.221499102835578,-0.49568458468529775,-0.4485549690602398,0.12443520048247898,0.010157921728206749,0.21169393506381817,0.3149018361072966,-0.4506303577501868,0.30796772638265113,-0.17997755260105794,-0.4137905406372051,-0.07832180355488617,-0.06307956597072543,0.159695586540126,-0.14042337315847744,0.19459641666425323
344,3,-0.465569724826162,-1.1090688322700777,2.4766426917268065,0.41370627994567766,1.2338859790218824,-0.18506167819198197,-0.7852152238780078,0.09670634155680423,0.837034379656231,0.6400939308677933,-2.0760438761226827,-0.25299650808942814,-1.0337055041171124,1.1741972147079003,0.1388721980802071,1.7228095674450234
348,6,-0.37837139293744665,-1.0499756987033424,1.6103382781978388,0.23930235499781774,0.2727272113042649,0.6285242393803194,-0.296037993204456,0.7514005066377716,-1.5169078636632838,-0.4137665948250328,1.314340523027372,0.36329305252841343,0.2647982686745687,0.4695511380591416,-0.14251363403807057,0.40176247696970924
360,7,-1.5599556844571922,0.7569830014829941,-1.1683457214043593,-0.14482759928864364,0.28384854704118534,-0.01568543156028704,0.25380733038067743,-0.530598908324992,0.43925389203443044,-0.14962171919466166,0.04776384838957972,0.1507077694515906,0.013562592113452671,0.4967875053049155,-0.3150376505723136,0.2241759344182711
364,7,-1.0109634983465472,-0.1114232563920555,-0.7200082532071526,0.01834669048359981,-0.8311976187984987,0.06449939564668328,0.1326665098110462,0.1027616473935017,-0.22521170651824188,0.1642186918794281,0.13687217315498829,-0.06443346361634326,0.09349618357944413,-0.40564672039296285,0.5255199522894644,-0.01961936807302533
368,2,1.6783170439533226,-0.6816469322311375,-0.9524129009940155,0.058717894647648074,-0.2507571901636955,-1.03486314044517,0.9366514045615622,-0.1373558866686243,1.1952325308733627,-0.5094381351394414,0.8531122978779888,0.5571839549361002,0.46667138974393263,-0.41151278409783265,0.09066184109187653,0.34300814752330705
372,3,0.41848772865198647,-0.3049494254353773,2.5715860321384016,0.00880153042520156,1.2542783527961627,0.11022802188524773,-0.3794273372251175,0.11461703263233483,0.21547819816479538,0.5122105325399735,-1.0104533973311578,-0.4876004258307036,-0.6844666148178828,-0.26712603992113115,1.1183031322715302,-0.045865291270623124
380,4,0.5322621124732613,1.3618486393760931,0.7195280937130091,-0.3232622709488964,-0.48133259492110203,0.611434649595941,-0.39730416558599135,0.08186130888954046,-0.6608819303717075,0.2021725363428235,-0.22524919948437336,-0.36282943207223567,0.16205831663733875,-1.214337775308089,0.15443040136609706,-0.6289715607474826
