product,sector,product_cluster,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16
0803,Agriculture & Food,3,0.0021325025295560536,-0.10570432177423396,-0.049041215473904685,-0.3204154124469027,0.05073650958132705,-0.05273710059639752,0.12210987113115869,0.22273846492830396,-0.03889521473313056,-0.20802688723648086,-0.1923003661538689,-0.049011473289824,0.13446074395480548,-0.004660666994371973,0.0019039428699952768,0.08921607125491841
0804,Agriculture & Food,1,0.10870483794889463,1.115220230263318,0.21447252776872883,5.755860421017729,-0.5008628766402938,0.7245197664826225,0.23132968385006517,-1.5054936115416029,0.7485526914962679,1.2542527381513298,2.7453093314450214,-0.33083562429102464,-4.766711981172706,-0.796441945941363,-0.5375307609473972,-2.238991124530818
0805,Agriculture & Food,4,-0.0018454843820220812,0.037594334661237655,0.012993510489224237,0.17121633943994205,-0.03212392909223387,0.03443069107097371,-0.02297071734661212,-0.09522589980943333,0.02568611611162889,0.034823089521526546,0.08914442636614105,0.06637100747021657,-0.16671742830195205,-0.03407153810400706,-0.007894890448501017,-0.07959341447820277
0806,Agriculture & Food,4,0.007471568020664443,0.018753054149405347,0.007659403003118896,0.06476631481025648,-0.031101013379011354,0.029703657903525253,-0.10791165377875912,-0.14377846971055677,0.01693922512488798,0.09158998409838477,0.09507883648581643,0.0732217181312098,-0.06006714905204632,0.005014578317795236,0.011902396041070238,-0.05715696649990382
0807,Agriculture & Food,4,0.020636662696717656,-0.002804165608059939,-0.007664189865879695,0.08094087499756386,0.004475618960631544,0.08811295527816032,0.0717193746148108,0.0101794737048999,0.06049073056254476,0.004666063001155525,0.08221718091810407,0.02216721354562509,-0.2868853485563498,-0.07735369474146536,-0.03870254591759917,-0.1434597191664924
0808,Agriculture & Food,0,-0.008289723459228423,-0.005795183520950332,0.013355785019382848,-0.10973655724796197,-0.032574228419641374,0.01188518104009988,-0.14812496307607595,-0.11838417347002483,0.0183962482133641,0.02305314454783216,0.018857211564192802,0.0902082901605265,0.06768985001860524,0.02879088331599714,0.0457984828207959,0.0023319879202012197
0809,Agriculture & Food,0,-0.01270145991810175,-0.015641540353515414,0.007461413914588778,-0.10974143572087887,0.021650086563281053,0.06953302564199956,0.03535243630054355,-0.02113801280868382,0.02175233825059479,0.1818182017924886,0.02619209419310755,0.06131641051484589,0.07456475066592627,0.001427679446694614,-0.03157612246225717,0.001745586249476682
0810,Agriculture & Food,4,0.015385886423773202,0.10233563177784748,0.020953439541813376,0.44797899305166816,0.0034590374517215754,0.0768669083052208,0.13348470381205424,-0.12553793453015594,-0.004608627661739209,0.33038957052436563,0.17309863657983052,0.0790734123246088,-0.22180335485751604,-0.06889246953112857,-0.10101234058009698,-0.10012388642150637
0811,Agriculture & Food,0,0.008969654522570305,-0.047248555326828034,-0.018826654311117557,-0.17445553649162399,0.03359260395300883,0.04551270033404658,0.03018821922297144,0.01312237350313816,0.008523725181627764,0.09519333345431899,-0.005537814512656899,0.03534204621788192,0.05585886924639254,-0.001949107958277177,-0.022625823348861814,-0.005164419270402478
0812,Agriculture & Food,3,-0.03251435516478323,-0.1424206913079685,-0.03816698101039039,-0.5217695634787965,0.02609984192659252,-0.031855206482811545,0.13866826577882524,0.2831035311151516,0.008139015464171595,-0.2377702379809051,-0.20737588858132505,-0.07089279696352219,0.02727287877892775,-0.014031193816327047,0.024322238909766532,0.027803027680824915
0813,Agriculture & Food,4,0.011389073635854088,0.05196330091858377,0.015228777761703984,0.2780683707264496,-0.04501033526722287,0.0805145984667806,-0.07814883959537246,-0.22522961725242896,0.05646412829645287,0.2090371809601805,0.25651593245687665,0.06300528627444242,-0.3355862224383332,-0.04337500596312498,-0.028763452481327452,-0.2080373606525168
0814,Agriculture & Food,3,-0.05831133466281361,-0.13445951174862825,0.02062980439644742,-0.5813786122479153,0.06774029075651501,-0.05506267887403016,0.139642507285141,0.3056244823786871,0.0001236706544701643,-0.3013852753754032,-0.2440031615597774,-0.13125262243337654,0.02903463407295409,-0.013633484842618783,0.01698592504091042,0.03677011198456797
0901,Agriculture & Food,4,0.014447155754040378,0.14316806700238202,0.034546165344053734,0.5601117868798113,-0.04557934855393736,0.007400611696623434,-0.013002359679831842,-0.1835043133965284,-0.01499763035125411,0.14556803667107537,0.13207549161862056,0.08225210635861609,-0.15675301389864868,-0.034279972318504666,-0.03004661810707821,-0.03599856363058612
0902,Agriculture & Food,4,0.00881300901749475,0.016585168860327397,0.0060798306629218386,0.073204822601851,-0.03280025064236854,0.04701745202437171,-0.09771867979578959,-0.15376230102161517,0.025297438818165107,0.11261792919459228,0.12251423982397236,0.08284590140688909,-0.1252013167111021,-0.008512539822636306,0.0030950220054084972,-0.09567547465739264
0903,Agriculture & Food,3,-0.0655231056062437,-0.15100654662171273,-0.0011811257957730103,-0.5531008852187745,0.028676131664738334,-0.03990005953916559,0.18765538746883068,0.293316170148322,-0.014081003184649487,-0.16779793335056445,-0.1871554407209306,-0.08300176989504172,0.09458267232513497,0.0013201881746379748,-0.004925207716350803,0.03652232550024988
0904,Agriculture & Food,0,0.008201767266861028,-0.0007079675528394392,0.006483310451849061,-0.035877072694606923,0.0002150152549798428,0.06395705702327219,-0.0451829308517399,-0.12269024283226447,0.010294550171409924,0.22150016956598978,0.09276734587331491,0.09374244644705206,-0.009705176345696138,0.0007232099804397175,-0.02257619044993898,-0.053283304820104044
0905,Agriculture & Food,3,0.032182748892842665,-0.1285292832202955,-0.07553713744863898,-0.3354913945422433,0.09202022370778544,0.08760224417873723,0.377356944436028,0.34660332958454304,-0.003920939930086285,0.029952248816715918,-0.15041128743234786,-0.006789948771326442,-0.06135838958660084,-0.08189339599819083,-0.10049665995273695,-0.022066544415546067
0906,Agriculture & Food,0,-0.007064168876496366,-0.11028205031974142,-0.030277627082378303,-0.4391549471532161,0.07426239673528055,0.023665053933907994,0.10364074736079228,0.08334103821059795,-0.039903685787862096,0.21454511299852946,-0.07579685425652335,0.029054473714502614,0.2559191949641841,0.031137239099650587,-0.042349454276735594,0.06643078819692344
