importer,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,country_cluster
404,-1.0562097756668685,-0.2044298666978204,-0.8051524906175883,0.0154903935057474,-0.1636641238169877,0.3031398068582168,0.4923572939041272,-0.3175974698235032,-0.0593478001407001,-0.3341292404375626,0.1277377284659598,-0.1231374080212909,0.1864005934294247,-0.5182630267971325,0.2423217477444927,-0.1777474128079743,7
410,-0.6788227832370919,0.7562722441036906,0.1975272595284875,-0.1206184030646447,0.1172766749184778,0.044621459030878,-0.0622675939428591,-0.4234447421525378,0.3139405788525084,0.1301827978089318,-0.6305946544445697,-0.1554171324640036,-0.056957487583669,0.346511936547002,-0.4382765503733073,-0.5400592334230372,7
414,2.011796810847412,-0.6659577161167671,-0.0138869132127049,0.0214102139443314,-0.3360903461782436,-1.2580456543568466,0.5586747886711574,0.034585159429268,1.4227153968282749,-0.1628941659052475,0.3814838429108398,0.4795450733422799,0.2245903800010339,-0.2136554267279177,-0.196719927604601,0.143163683000378,2
422,1.7759892687795196,-0.8107069871723122,-0.906533395251944,0.1122052960362804,-2.0273658642769354,-1.2992817406711863,0.4236679679339296,0.5917387511846818,0.8672328668628652,0.5054778201380532,0.6470606621391245,0.594548118205193,0.2114260894415282,0.1805841463648894,0.7051751709105069,0.4295972931555418,2
428,-0.543267982857626,-0.6345102021116844,0.4370820437418145,0.1213437046253222,0.0020065071618824,0.207715203602746,-0.105018577644532,-0.1213203560981498,-0.1234074217749634,0.0680471580905077,-0.2652412214951694,-0.2724761395739372,0.0492151531816145,-0.7589814386068561,0.3709982292947688,0.3644935331745645,4
434,3.8393088801119752,-1.5801312032033612,-2.586208531684851,0.5964174618226653,0.9075492802686536,-0.4558217752068909,-0.6409998036205952,0.733123677498467,-0.4756404828486924,0.2190799085561208,0.5137282643693217,0.2133691927170606,0.1951172309114429,-0.9214499608751038,0.4559450801863788,-0.5965517599044288,5
440,-0.4663831490904841,-0.6429940447716264,0.6057763303785352,0.1300149149304478,0.1849909212670163,0.2422543010656733,-0.1033460749850544,-0.123238839599082,-0.1112131412023817,0.1058365261495761,-0.3177862688368326,-0.2932933351043082,-0.0190490727836571,-0.6773264418584517,0.5559556427184791,0.4006886009402701,4
442,2.0134368314276614,-1.6030490689893455,5.091801304621423,0.2399946630185085,1.585828225667135,-0.7049802774112577,-0.8955484866336169,1.6928832757640095,0.0306373920669339,0.2975094158862914,0.0899120786170777,0.4910588474686014,-1.0102691649207949,1.440558593164719,0.0177015239558586,0.6960714238721916,3
458,-1.1648467782560843,-0.2866949560902663,-0.1014034402722147,0.1201689809167138,0.3968420270530153,0.1640782229993428,0.1533962988501956,-0.5900629439411744,0.4797820372901357,-0.0258409630953589,-0.6205154108599618,-0.037863510558948,-0.113546844124779,0.5318662692940402,-0.1415652385200417,0.2700879531604198,7
470,-0.0889073140550999,-0.8278842554090629,1.3744260308609062,0.1582593976716474,0.8929500203282579,0.3789899552159385,-0.0558996812070589,0.0465685136278028,-0.1007431138600065,0.1100798059111331,-0.5551660534635614,-0.4170938598672425,-0.3625960754549011,-0.6527682310531212,1.1965651948885463,0.6044730082814344,4
484,-1.2815664853704936,0.3185168964252339,-0.5287426883644611,0.0155757982552759,-0.0456393029953152,-0.1098624849303234,-0.0480276081365586,-0.3399012276537816,0.3525371274588745,0.0303123393500725,-0.2836401116314838,0.0194083508295922,0.1093905346977091,0.2305097340729799,-0.4559964230069149,0.1169763697925544,7
504,5.138160168931419,-1.6413166320487904,-4.315201224649616,0.8446805006647927,1.6978233251234127,0.3568917508934755,-2.0902303862168186,0.6271249433060816,-1.806140317869567,0.6763112160393895,-0.5937671423853835,-0.3065236193991938,-0.2247085215568147,0.0353949574637457,-0.6171875799221888,-0.4525763947564047,5
512,1.7938945326889804,-0.7228389456654585,-0.3955262277527675,0.0695910740758428,-0.1346706232345672,-1.1142102416495774,0.7211560735068271,-0.2606078184583687,1.43440744143431,-0.2579276930397601,0.4887710590039726,0.5570396826893939,0.3173628476953151,-0.0050305777502678,-0.0785279951614602,0.2861183953492396,2
528,0.6263044385607321,0.5589517646447484,1.7736342072132485,-0.1227896495620216,0.0959246150820093,0.3520218925169195,-0.5038880504370564,0.1304825612545274,-0.3651617712268898,0.4113849819469123,-0.8213738149925243,-0.5404170810084902,-0.223796867820132,-0.7096713086899907,0.4459909517702606,-0.1846843742379933,4
554,-1.768348796410358,0.1024993985196431,-0.3025476986060406,-0.0109928761106162,0.1859586254249253,-0.2904438374898396,0.270138073277105,-0.9366038123758438,1.4640406227684304,0.0578605686095274,-1.0456453828371648,0.210774282369632,-0.2959907150891819,1.692350314571982,-1.422923560717595,-0.8965317090050801,7
566,-0.8570955715772743,0.1240763133498645,-0.5838722349798862,-0.0684761257875199,-0.3379276632440928,0.142205333632605,0.0982547485935006,0.2372772854339007,-0.2988638701247675,-0.0613200534905579,0.1880436556093513,-0.1626513423442862,-0.0345753029205713,-0.6789777092030919,0.5173084352108654,0.5673988849725297,4
579,-0.0092463158923321,0.1126802952491019,1.634499838514921,-0.1153328089438959,0.0833851407813443,-0.261106898052138,-0.4128169834989821,0.1132475792720384,0.3071590945846119,0.4456784181541459,-0.5370576039856922,-0.3175632837299782,-0.1469067206946999,-0.7132678950925683,0.0139996283755229,-1.0319798805669216,4
586,-1.2106263696456026,0.3564678123939206,-1.069924132141254,-0.0981846354753983,-0.1870645927487038,0.1222880650799392,0.2605430600591607,-0.2268852979974975,-0.0482473368660702,-0.1477864347599025,0.3519675426404186,0.0106674553224731,0.1685691684426578,-0.3582852934970526,0.2066897756751727,0.2422641575679085,7
591,-1.113118569305902,-0.3985813820104374,-0.1845978449025088,0.1066744696783933,0.2815198113379751,0.1924823074685859,0.285850441769847,-0.57896571258245,0.398287999440552,-0.1098044411592301,-0.3792777424174086,-0.0647254844702527,-0.0064298274800323,0.1467492530736932,-0.0444166931269367,-0.0840873113995641,7
